Score,Text,Summary,clean_text,sentiment_gt,vader_neg,vader_neu,vader_pos,vader_compound,vader_label,tb_polarity,tb_subjectivity,tb_label
1,This was one of weakest coffee i have brewed. i guess you get what you pay for. add a bit of cream and you hardly know your drinking coffee - very little body for a sumatra dark roast. buyer beware,don't use cream,this was one of weakest coffee i have brewed i guess you get what you pay for add a bit of cream and you hardly know your drinking coffee very little body for a sumatra dark roast buyer beware,negative,0.113,0.887,0.0,-0.5719,negative,-0.22847222222222222,0.5305555555555556,negative
1,"I've been ordering these cones for over a year and usually love them. However, I just got what must be a bad batch. They are overcooked and I'm really disappointed. Over $30 wasted and now I'm hesitant to order these again... A shame as I'm signed up for the subscribe & save, that's how often I order them!",Bad batch? Disappointed,i ve been ordering these cones for over a year and usually love them however i just got what must be a bad batch they are overcooked and i m really disappointed over wasted and now i m hesitant to order these again a shame as i m signed up for the subscribe save that s how often i order them,negative,0.201,0.703,0.096,-0.7939,negative,-0.2875,0.5041666666666667,negative
1,"If you've never had marzipan, you might perhaps like the hint of almond flavor in this item. But if you know what good marzipan tastes like, then<br />you'd do best to stay away from this. The paste tastes like cardboard, the good flavor is not there . For some reason, this product contains wheat, and that might account for the weak, cardboard-y flavor. Good marzipan uses organic almonds, sugar and rose water. It is also more expensive than this cheap imitation, and it tastes heavenly.",Stay away if you expect the taste of real marzipan,if you ve never had marzipan you might perhaps like the hint of almond flavor in this item but if you know what good marzipan tastes like then you d do best to stay away from this the paste tastes like cardboard the good flavor is not there for some reason this product contains wheat and that might account for the weak cardboard y flavor good marzipan uses organic almonds sugar and rose water it is also more expensive than this cheap imitation and it tastes heavenly,negative,0.034,0.691,0.275,0.9822,positive,0.35916666666666663,0.5575,positive
1,"Unlike the ingredients listed on this website, this Good Earth Caffeine Free Sweet & Spicy tea has artificial flavor added -- and it's the third ingredient, meaning that there's more artificial flavor than all the other ingredients except for rooibos and chicory root.<br /><br />I feel ripped of by Amazon's dishonesty of listing ingredients from another, completely different product on the page describing this artificially flavored tea.<br /><br />Even worse, I received this rubbish as part of my Subscribe and Save subscription. They replaced my original subscribed product, which wasn't artificially flavored, with this junk, and didn't have the balls to mention the COMPLETELY DIFFERENT INGREDIENTS.<br /><br />BUYER BEWARE.",untruthful ingredients. Don't be fooled.,unlike the ingredients listed on this website this good earth caffeine free sweet spicy tea has artificial flavor added and it s the third ingredient meaning that there s more artificial flavor than all the other ingredients except for rooibos and chicory root i feel ripped of by amazon s dishonesty of listing ingredients from another completely different product on the page describing this artificially flavored tea even worse i received this rubbish as part of my subscribe and save subscription they replaced my original subscribed product which wasn t artificially flavored with this junk and didn t have the balls to mention the completely different ingredients buyer beware,negative,0.025,0.836,0.138,0.9149,positive,-0.04285714285714285,0.6767857142857142,neutral
1,"Ok, I've had this a few times on burgers, wraps, etc., and come to a final conclusion that it's barf. It has no spicy flavor at all, just a weird, off-putting flavor type. I thought this would be like the most excellent gordita sauce that comes in the Old El Paso gordita kit - but it's not.<br /><br />It's weakly flavored, and basically a way to translate fat onto your food. It's not bold or spicy whatsoever. I will give it the ""creamy"" moniker, however.",Gross. Just gross.,ok i ve had this a few times on burgers wraps etc and come to a final conclusion that it s barf it has no spicy flavor at all just a weird off putting flavor type i thought this would be like the most excellent gordita sauce that comes in the old el paso gordita kit but it s not it s weakly flavored and basically a way to translate fat onto your food it s not bold or spicy whatsoever i will give it the creamy moniker however,negative,0.059,0.849,0.092,0.4799,positive,0.09537037037037038,0.6212962962962963,positive
1,"I was super excited to get hot chocolate for my keurig.. and clearly I bought the wrong brand.  This is the nastiest hot chocolate I have ever had in my entire life.  It tastes like some kind of weird, prune juice hot water chemical chocolate thing.  It's absolutely horrible and I am mad I spent the money that I did when I could have just squeezed some syrup in a cup of milk and heated in the microwave.  That'd be gourmet compared to this nasty crap.  gross!!!",DISGUSTING DO NOT BUY,i was super excited to get hot chocolate for my keurig and clearly i bought the wrong brand this is the nastiest hot chocolate i have ever had in my entire life it tastes like some kind of weird prune juice hot water chemical chocolate thing it s absolutely horrible and i am mad i spent the money that i did when i could have just squeezed some syrup in a cup of milk and heated in the microwave that d be gourmet compared to this nasty crap gross,negative,0.223,0.676,0.101,-0.9317,negative,-0.1479166666666667,0.7296875,negative
1,I received all containers previously opened - all seals were opened. On the top of containers was decent pieces of liver and below that were grisley pieces and a lot of powder on the bottom. I will never buy liver treats from Amazon again. BIG RIP-OFF!,Review of Freeze Dried Liver Treats For Dogs,i received all containers previously opened all seals were opened on the top of containers was decent pieces of liver and below that were grisley pieces and a lot of powder on the bottom i will never buy liver treats from amazon again big rip off,negative,0.0,0.926,0.074,0.3612,positive,0.125,0.35833333333333334,positive
1,"I was very disappointed with this purchase! The k-cups came in a plain box with the cups dumped in.  Most looked smashed or old. There is no expiration date so there is no way to tell how old these things are. They look old!!  Also, beware of return policy for this is NO return available (and there is NO mention of that on the item!). $40+ down the drain and in the trash. I will NEVER buy coffee through Amazon again!!!!!!!!!!!!!!!",Not star struck with Starbucks!,i was very disappointed with this purchase the k cups came in a plain box with the cups dumped in most looked smashed or old there is no expiration date so there is no way to tell how old these things are they look old also beware of return policy for this is no return available and there is no mention of that on the item down the drain and in the trash i will never buy coffee through amazon again,negative,0.167,0.814,0.019,-0.9092,negative,-0.018105158730158735,0.3901289682539683,neutral
1,"After seeing the positive reviews plus having read about the health benefits of organic cocao, I decided to give this a try. What a disappointment! I am a hot chocolate connaisseur - I drink hot chocolate even in the summer. Not only did this powder not taste like cocoa, it made me feel quite ill. There are plenty of other cocoa powders that are far superior re: taste, Valrhona being one of them.",Doesn't taste like unsweetened cocoa!,after seeing the positive reviews plus having read about the health benefits of organic cocao i decided to give this a try what a disappointment i am a hot chocolate connaisseur i drink hot chocolate even in the summer not only did this powder not taste like cocoa it made me feel quite ill there are plenty of other cocoa powders that are far superior re taste valrhona being one of them,negative,0.101,0.784,0.115,0.2953,positive,0.03358585858585858,0.768939393939394,neutral
1,It does not state that these bars need to be refrigerated.  All of them got moldy in a short period of time.,Moldy Bars,it does not state that these bars need to be refrigerated all of them got moldy in a short period of time,negative,0.0,1.0,0.0,0.0,neutral,0.0,0.3,neutral
1,"Anyone who has eaten a real chocolate chip cookie would not bite twice at a Chips Ahoy Chewy Gooey Chocofudge creation.  The chocolate center makes up the largest part of this small cookie and while it is soft, it is not what I would call gooey. It does taste pretty much like semi-sweet chocolate which is about all this product has going for it. The pastry part is chewy in a dry sort of way with a strange taste going down and a bitter, unpleasant back bite afterwards.  The 2 piece serving has 150 empty, off-flavored calories that could be wasted on something far tastier.  The lift resealable packaging must be less expensive than the original. It may or may not be effective but it is hard to imagine that a stale chocofudge would be any worse than a fresh one.",Chocolate chip cookie lovers beware,anyone who has eaten a real chocolate chip cookie would not bite twice at a chips ahoy chewy gooey chocofudge creation the chocolate center makes up the largest part of this small cookie and while it is soft it is not what i would call gooey it does taste pretty much like semi sweet chocolate which is about all this product has going for it the pastry part is chewy in a dry sort of way with a strange taste going down and a bitter unpleasant back bite afterwards the piece serving has empty off flavored calories that could be wasted on something far tastier the lift resealable packaging must be less expensive than the original it may or may not be effective but it is hard to imagine that a stale chocofudge would be any worse than a fresh one,negative,0.103,0.819,0.077,-0.4547,negative,-0.04398148148148148,0.47696759259259264,neutral
1,"I typically purchase Aveeno shampoo and conditioner, but saw a commercial for Clear and decided to give it a try. What a horrible mistake!  I used the Clear Scalp & Hair Beauty Damage and Color repair Shampoo and Conditioner together. I have shoulder length, thin, straight hair which I color every few months and blow dry every day.  The damage and color repair seemed like the best fit for me.<br /><br />The smell during use was okay, but it leaves a terrible chemical cloud around my head all day and even left the same smell on my pillow. This is not a fragrance it left-- it's chemicals.  My scalp started burning not long after use and it left my hair dry, dull, and frizzy.<br /><br />I cannot remember the last time I used such a terrible beauty product and cannot wait to wash this out of my hair!<br /><br />*The only redeeming quality of this product was the bottle design.  I do really like the way it opens and closes.",One of the worst I have ever used,i typically purchase aveeno shampoo and conditioner but saw a commercial for clear and decided to give it a try what a horrible mistake i used the clear scalp hair beauty damage and color repair shampoo and conditioner together i have shoulder length thin straight hair which i color every few months and blow dry every day the damage and color repair seemed like the best fit for me the smell during use was okay but it leaves a terrible chemical cloud around my head all day and even left the same smell on my pillow this is not a fragrance it left it s chemicals my scalp started burning not long after use and it left my hair dry dull and frizzy i cannot remember the last time i used such a terrible beauty product and cannot wait to wash this out of my hair the only redeeming quality of this product was the bottle design i do really like the way it opens and closes,negative,0.131,0.694,0.175,0.8621,positive,-0.04487179487179487,0.43493589743589745,neutral
1,"I have bought greenies for my dog for 7 years (since she was a puppy). She has always had digestive problems, but we didn't know why. While googling greenies a couple of weeks ago, I found that several dogs have died because they were not able to digest greenies. Please do some research before buying this product again. It could save your dog's life. Since switching to another dog treat, my dog has not had any problems (although it has only been two weeks).",BEWARE,i have bought greenies for my dog for years since she was a puppy she has always had digestive problems but we didn t know why while googling greenies a couple of weeks ago i found that several dogs have died because they were not able to digest greenies please do some research before buying this product again it could save your dog s life since switching to another dog treat my dog has not had any problems although it has only been two weeks,negative,0.068,0.794,0.138,0.7868,positive,-0.08333333333333333,0.5416666666666666,negative
1,"I opened one of these terra chip bags and to my surprise, 6 crummy pieces of broken chips were in there. Not even 6 whole chips. 6 chip fragments. Plus, the chips looked totally stale. I returned the bag to the store immediately upon opening it.","They literally gave me 6 tiny, broken pieces of chip.",i opened one of these terra chip bags and to my surprise crummy pieces of broken chips were in there not even whole chips chip fragments plus the chips looked totally stale i returned the bag to the store immediately upon opening it,negative,0.067,0.887,0.045,-0.25,negative,-0.2333333333333333,0.43333333333333335,negative
1,I am not a fan of flavored coffee and I thought I had read the description of this product very carefully but nowhere did I see any indication that it was a flavored coffee. I wish the descriptions of the coffees offered by Amazon were clearer so that there is no confustion as to what you are purchasing. Even the name of the product is a little deceptive since one might assume that it is Jamaican coffee.,Flavored cofffee?,i am not a fan of flavored coffee and i thought i had read the description of this product very carefully but nowhere did i see any indication that it was a flavored coffee i wish the descriptions of the coffees offered by amazon were clearer so that there is no confustion as to what you are purchasing even the name of the product is a little deceptive since one might assume that it is jamaican coffee,negative,0.051,0.865,0.084,0.405,positive,-0.15875,0.75,negative
1,I have no idea what all these reviews for this brand of dieters tea are talking about. I followed the directions nothing happened. Brewed a stronger cup-still nothing.Even measured out the water to 6oz and let the tea bag seep for five minutes-nothing just stronger tasting tea. On the box it tells you not to drink more than 1 cup in a 24 hour period- I drank three the other day not even thinking about it and nothing happened! Just tasted like cranberry tea and nothing else. Strange.,Did Nothing,i have no idea what all these reviews for this brand of dieters tea are talking about i followed the directions nothing happened brewed a stronger cup still nothing even measured out the water to oz and let the tea bag seep for five minutes nothing just stronger tasting tea on the box it tells you not to drink more than cup in a hour period i drank three the other day not even thinking about it and nothing happened just tasted like cranberry tea and nothing else strange,negative,0.046,0.884,0.07,0.32,positive,0.10833333333333334,0.3416666666666666,positive
1,"I was very disappointed with this purchase! The k-cups came in a plain box with the cups dumped in.  Most looked smashed or old. There is no expiration date so there is no way to tell how old these things are. They look old!!  Also, beware of return policy for this is NO return available (and there is NO mention of that on the item!). $40+ down the drain and in the trash. I will NEVER buy coffee through Amazon again!!!!!!!!!!!!!!!",Not star struck with Starbucks!,i was very disappointed with this purchase the k cups came in a plain box with the cups dumped in most looked smashed or old there is no expiration date so there is no way to tell how old these things are they look old also beware of return policy for this is no return available and there is no mention of that on the item down the drain and in the trash i will never buy coffee through amazon again,negative,0.167,0.814,0.019,-0.9092,negative,-0.018105158730158735,0.3901289682539683,neutral
1,In my previous review I gave this 5 stars.  Then I read other reviews and came to realize that this chicken is from China.  What?  We have no organic chickens in the USA?  I am very disappointed in this product.  I encourage anyone considering buying this to Google the product.,Chicken is from China,in my previous review i gave this stars then i read other reviews and came to realize that this chicken is from china what we have no organic chickens in the usa i am very disappointed in this product i encourage anyone considering buying this to google the product,negative,0.102,0.838,0.06,-0.3167,negative,-0.4666666666666667,0.6166666666666667,negative
1,"I regret this purchase. It may be calorie free rice, but it the texture is terrible, like soggy slimy rice and tasteless. It comes in liquid filled pouches, mine smelled like rotten fish. I'm sticking with brown rice, it's much cheaper and tastes a lot better.",slimy rice,i regret this purchase it may be calorie free rice but it the texture is terrible like soggy slimy rice and tasteless it comes in liquid filled pouches mine smelled like rotten fish i m sticking with brown rice it s much cheaper and tastes a lot better,negative,0.164,0.641,0.195,0.25,positive,-0.016666666666666646,0.7166666666666668,neutral
1,"If I wanted to drink water that tastes like white bread: I'd drink Vita coco.  I grew up in the Caribbean, and coconut water doesn't taste like this.",This does NOT taste like coconut water.,if i wanted to drink water that tastes like white bread i d drink vita coco i grew up in the caribbean and coconut water doesn t taste like this,negative,0.0,0.848,0.152,0.6124,positive,0.0,0.0,neutral
1,"This one is probably okay if you don't have any problems with HFCS or aspartame, which I do.  They trigger migraines, for me at least.  Like a dummy, I bought a box based on the commercials, my bad. It has both sweeteners in all the varieties of this brand.  I'm not crazy about the taste of Kashi GoLean, but at least I know I'm putting a healthy fiber cereal in my tummy. The same with Ezekiel Flax cereal, seriously healthy, not a lot of taste, but hey, life is about more than a momentary sweet taste in our mouths.",Read the ingredients,this one is probably okay if you don t have any problems with hfcs or aspartame which i do they trigger migraines for me at least like a dummy i bought a box based on the commercials my bad it has both sweeteners in all the varieties of this brand i m not crazy about the taste of kashi golean but at least i know i m putting a healthy fiber cereal in my tummy the same with ezekiel flax cereal seriously healthy not a lot of taste but hey life is about more than a momentary sweet taste in our mouths,negative,0.053,0.809,0.138,0.8647,positive,0.135,0.5141666666666668,positive
1,"When I purchased this sauce to aid in my Atkins diet, it was shown CLEARLY to be a 6 pack.  The title said it, the photo had one of those little text bubbles on it that said ""6 pack"" and the shipping weight was listed at like 5 pounds or something.  TITLE AS LISTED: ""Walden Farms Sauce Barbecue Thick Calorie Free, 12-Ounce Bottles (Pack of 6)""<br /><br />One (1) bottle arrived, so I called the shipper who said the listing was wrong, and not their fault.  They said Amazon writes the listing (Lies) and to contact them.<br />I called Amazon, they said no, they couldn't possibly be responsible for the misprint on the ad, as they sell millions oof products for tens of thousands of companies, and each company writes their own ads for their own products. (Truth) and that I should make every attempt to resolve the conflict with the seller.<br />After several more ""going nowhere"" calls with the supplier, they said the only way they would do anything is to submit it for resolution with Amazon, and I'd probably get my money partially refunded.<br /><br />Amazon ended refunding all of my purchase price and shipping.<br /><br />I can't wait to never buy from All Star Health , ever, ever again.  I hope my review inspires you to look elsewhere as well. Bad, poor, lousy, unpleasant, untruthful customer service.<br /><br />By the way, the sauce is good, and I have since found it available in my local CUB Foods grocery store in their diabetic section.",poor service from this company,when i purchased this sauce to aid in my atkins diet it was shown clearly to be a pack the title said it the photo had one of those little text bubbles on it that said pack and the shipping weight was listed at like pounds or something title as listed walden farms sauce barbecue thick calorie free ounce bottles pack of one bottle arrived so i called the shipper who said the listing was wrong and not their fault they said amazon writes the listing lies and to contact them i called amazon they said no they couldn t possibly be responsible for the misprint on the ad as they sell millions oof products for tens of thousands of companies and each company writes their own ads for their own products truth and that i should make every attempt to resolve the conflict with the seller after several more going nowhere calls with the supplier they said the only way they would do anything is to submit it for resolution with amazon and i d probably get my money partially refunded amazon ended refunding all of my purchase price and shipping i can t wait to never buy from all star health ever ever again i hope my review inspires you to look elsewhere as well bad poor lousy unpleasant untruthful customer service by the way the sauce is good and i have since found it available in my local cub foods grocery store in their diabetic section,negative,0.083,0.793,0.125,0.7881,positive,0.00855263157894738,0.5855263157894736,neutral
1,"These are disgusting.. tastes like cheap twizzlers..really nasty flavor and nasty after taste.<br />I wish I wouldn't have spent 10 bucks on these, will be throwing the rest of the bag away",taste nothing like licorice tastes like cheap twizzlers..really nasty flavor and nasty after taste,these are disgusting tastes like cheap twizzlers really nasty flavor and nasty after taste i wish i wouldn t have spent bucks on these will be throwing the rest of the bag away,negative,0.247,0.635,0.118,-0.7713,negative,-0.54,0.76,negative
1,"Product does not taste like bacon, even when tester is told flavor.<br /><br />Sad impluse buy for me, should have gotten the meat wallet.<br /><br />Product arrived in timely manner, as advertised.<br /><br />Item should be considered a novelty and not what it claims.","Cute, not Great",product does not taste like bacon even when tester is told flavor sad impluse buy for me should have gotten the meat wallet product arrived in timely manner as advertised item should be considered a novelty and not what it claims,negative,0.118,0.882,0.0,-0.6381,negative,-0.5,1.0,negative
1,"The overload of sesame seeds ruined the taste for me.  The nuts were chewy instead of crispy and it was mostly nuts, not many cranberries.  Thankfully it wasn't too sweet but the texture with the sesame seeds and ""chewy"" nuts ruined it for me.  They may have been stale but the lack of a expiration date made that unclear so I trust Amazon wouldn't send me expired goods although they have before.",Overloaded with sesame seeds and too chewy!,the overload of sesame seeds ruined the taste for me the nuts were chewy instead of crispy and it was mostly nuts not many cranberries thankfully it wasn t too sweet but the texture with the sesame seeds and chewy nuts ruined it for me they may have been stale but the lack of a expiration date made that unclear so i trust amazon wouldn t send me expired goods although they have before,negative,0.23,0.669,0.101,-0.8403,negative,0.024999999999999994,0.5375,neutral
1,"Well what a disappointment...the bags in two of the rolls were just tubes, not bags????  I didn't bother to check out all 120 bags, just tossed the bunch.  Good thing these were for cleaning the cat's litter box, it would have been bad news to have been outdoors ""scooping"" after a dog. Should have returned them but for $7 it was not worth my time.  I will stick to their blue bags.",Oh Poop....,well what a disappointment the bags in two of the rolls were just tubes not bags i didn t bother to check out all bags just tossed the bunch good thing these were for cleaning the cat s litter box it would have been bad news to have been outdoors scooping after a dog should have returned them but for it was not worth my time i will stick to their blue bags,negative,0.103,0.852,0.045,-0.5572,negative,-0.14999999999999997,0.37333333333333335,negative
1,"I drank some to try and keep me awake for an essay, I fell asleep about 15 minutes after drinking it. I don't feel it did anything for me.",It made me fall asleep,i drank some to try and keep me awake for an essay i fell asleep about minutes after drinking it i don t feel it did anything for me,negative,0.0,1.0,0.0,0.0,neutral,0.0,0.0,neutral
1,These were packaged so poorly that I am actually afriad to drink any of them because they looked tampered with!!!!!!!!!!!!!!!!!!!,bad choice,these were packaged so poorly that i am actually afriad to drink any of them because they looked tampered with,negative,0.0,1.0,0.0,0.0,neutral,-0.2,0.35,negative
1,"Don't buy so much until you find out if your cat will eat it.  Mine won't :( This is very expensive.  I'm sure it's very healthy, buy no good if they won't eat it.",Expensive lesson,don t buy so much until you find out if your cat will eat it mine won t this is very expensive i m sure it s very healthy buy no good if they won t eat it,negative,0.05,0.662,0.289,0.8898,positive,0.06999999999999999,0.6497777777777778,positive
1,"I have never written a review for any product, but I always read reviews of products I'm not sure about.  I had to throw these noodles away.  I followed the directions on the package as written.  The smell was terrible.  I cooked them and then added them to pasta sauce.  I ate several bites trying to like them.  Finally, I gave up and threw the rest of my dinner away.  My stomach was upset for the rest of the evening.  I threw the rest of my order away as well.  Just thinking about the way they looked and smelled makes me nauseous.  Don't waste your money.  If you're wanting real pasta just eat skinny for a few days then enjoy the real thing.",gross,i have never written a review for any product but i always read reviews of products i m not sure about i had to throw these noodles away i followed the directions on the package as written the smell was terrible i cooked them and then added them to pasta sauce i ate several bites trying to like them finally i gave up and threw the rest of my dinner away my stomach was upset for the rest of the evening i threw the rest of my order away as well just thinking about the way they looked and smelled makes me nauseous don t waste your money if you re wanting real pasta just eat skinny for a few days then enjoy the real thing,negative,0.096,0.833,0.071,-0.5413,negative,-0.09444444444444443,0.45432098765432105,negative
1,"I was hoping when ordering this that it would come with many unique flavors to try, the main reason I bought the Keurig over other competing products was the selection of coffee flavors. This package does not deliver on the variety it promises. When counting each flavor without duplicates there was 21 selections, however three of these were decaf versions of the same flavor from the same company. The majority of the selections were either hazelnut or french vanilla from different companies, if you remove the decafs and choose only one of hazelnut and french vanilla from all companies there are only 10 different flavors of coffee, much less than the advertized 27. I will not be buying this selection of k cups again nor will I be buying any of ""crazy cups"" mixed packs.","Way less than advertised selection, even when counting decaf as a seperate flavor.",i was hoping when ordering this that it would come with many unique flavors to try the main reason i bought the keurig over other competing products was the selection of coffee flavors this package does not deliver on the variety it promises when counting each flavor without duplicates there was selections however three of these were decaf versions of the same flavor from the same company the majority of the selections were either hazelnut or french vanilla from different companies if you remove the decafs and choose only one of hazelnut and french vanilla from all companies there are only different flavors of coffee much less than the advertized i will not be buying this selection of k cups again nor will i be buying any of crazy cups mixed packs,negative,0.018,0.943,0.039,0.4588,positive,0.010000000000000009,0.4583333333333333,neutral
1,"I must have gotten the scraps.  My tree was about 5 inches tall and crossed only once.  Since adding water, the braids are loose.  It is nothing like the pictures and descriptions.<br />9 Green Box should be ashamed to send out anything like this.<br />I would never had bought it... I would have never accepted it as a gift.  It will probably be in the trash next week.<br />It is a ""Money Tree""  =  I lost money and they make a killing on swindling customers over the internet.",It will be thrown away.  Looks like a weed.,i must have gotten the scraps my tree was about inches tall and crossed only once since adding water the braids are loose it is nothing like the pictures and descriptions green box should be ashamed to send out anything like this i would never had bought it i would have never accepted it as a gift it will probably be in the trash next week it is a money tree i lost money and they make a killing on swindling customers over the internet,negative,0.189,0.757,0.054,-0.9122,negative,-0.06923076923076923,0.3923076923076923,negative
1,"We've been ordering Wellness for one of our cats who was diagnosed as insulin-dependent diabetic a few months ago.  After reading many reviews on the internet, we chose Wellness chicken and Wellness turkey canned products.  This has gone well enough.  We though we'd give him a change of taste, so ordered a case of the beef & chicken canned food.  He projectile vomited it all over the kitchen.  Maybe it's the beef, but the remainder goes to the local pound where it will hopefully be appreciated.",Beef & Chicken canned Wellness didn't measure up.,we ve been ordering wellness for one of our cats who was diagnosed as insulin dependent diabetic a few months ago after reading many reviews on the internet we chose wellness chicken and wellness turkey canned products this has gone well enough we though we d give him a change of taste so ordered a case of the beef chicken canned food he projectile vomited it all over the kitchen maybe it s the beef but the remainder goes to the local pound where it will hopefully be appreciated,negative,0.0,0.843,0.157,0.9246,positive,-0.09999999999999999,0.4428571428571429,negative
1,"I, too, think the 25% price increase for Big Easy Bold is out of line.  But I disagree that the increase in the commodity price of coffee can justify it.  The overall amount of coffee in k-cups is not large enough to have driven such a big increase.  My other favorite k-cups are going up ""only"" 16%.  I don't get it, and I'm not buying it... even though I enjoy the product.  I, too, cancelled my order.  So 1 star for the sticker shock!",Emeril's price increase excessive,i too think the price increase for big easy bold is out of line but i disagree that the increase in the commodity price of coffee can justify it the overall amount of coffee in k cups is not large enough to have driven such a big increase my other favorite k cups are going up only i don t get it and i m not buying it even though i enjoy the product i too cancelled my order so star for the sticker shock,negative,0.09,0.722,0.189,0.8519,positive,0.11954365079365077,0.500297619047619,positive
1,"Please be aware that although dogs absolutely LOVE these treats, that they may have caused a recent unexplainable illness in our 9 month old Mastiff pup. He was getting 1 or 2 a day of these chicken jerky's for about a week and then suddenly became very lethargic, along with vomiting, diarrhea, and had no appetite ""except"" he would eat only these treats and drink water. Vet thinks he'll recover OK, but advised us to stop feeding them to our dogs. These are still ""Made in China"" and in 2007 reports had shown that dogs were getting sick from these and other brands, and there are still reported cases today. Just be careful and watch your pets closely if you are feeding them these. We will no longer feed these to any of our dogs, ever. Wish Dogswell would manufacturer these in the USA again.",Made in China! My dog got very sick...,please be aware that although dogs absolutely love these treats that they may have caused a recent unexplainable illness in our month old mastiff pup he was getting or a day of these chicken jerky s for about a week and then suddenly became very lethargic along with vomiting diarrhea and had no appetite except he would eat only these treats and drink water vet thinks he ll recover ok but advised us to stop feeding them to our dogs these are still made in china and in reports had shown that dogs were getting sick from these and other brands and there are still reported cases today just be careful and watch your pets closely if you are feeding them these we will no longer feed these to any of our dogs ever wish dogswell would manufacturer these in the usa again,negative,0.096,0.835,0.069,-0.6597,negative,0.0008928571428571374,0.5651785714285714,neutral
1,"If you want black tea, then buy this. If you are looking for black tea with passion fruit, DON'T buy this! There is no hint of passion fruit in this tea; can't smell it nor can you taste it. Therefor I don't recommend it.",No Taste of Passion Fruit!,if you want black tea then buy this if you are looking for black tea with passion fruit don t buy this there is no hint of passion fruit in this tea can t smell it nor can you taste it therefor i don t recommend it,negative,0.041,0.778,0.181,0.765,positive,-0.16666666666666666,0.43333333333333335,negative
1,"Honestly, at first they tasted good, but after the second bag the taste was unbearable!  My buddy who eats just about anything couldn't even finish a bag! haha.  I don't know how these other people are eating these, but this product is not what I would want to eat.  Also, there are 1.5 servings per little bag FYI (i.e. not much protein and fairly caloric- much much better off buying protein powder or eating chicken).  I hate to bash this product, but I feel like I wasted my money on this one.",Not a picky eater but EWWWW,honestly at first they tasted good but after the second bag the taste was unbearable my buddy who eats just about anything couldn t even finish a bag haha i don t know how these other people are eating these but this product is not what i would want to eat also there are servings per little bag fyi i e not much protein and fairly caloric much much better off buying protein powder or eating chicken i hate to bash this product but i feel like i wasted my money on this one,negative,0.083,0.755,0.162,0.7125,positive,0.028124999999999987,0.46319444444444446,neutral
1,I will never buy Cookies OL again. What I got was 5 boxed of cookie crumbs.Not one full cookie in the shipment.,Pam Cookies:,i will never buy cookies ol again what i got was boxed of cookie crumbs not one full cookie in the shipment,negative,0.0,1.0,0.0,0.0,neutral,0.35,0.55,positive
1,"DEfintely not as tasty as the Madhouse Munchies which are my family's favorite. Kettle's are dark/burnt,more broken bits, taste greasy-oily and not the light crunch. Oh well.",They're Not Madhouse Munchies!!!,defintely not as tasty as the madhouse munchies which are my family s favorite kettle s are dark burnt more broken bits taste greasy oily and not the light crunch oh well,negative,0.09,0.773,0.136,0.1796,positive,0.16999999999999998,0.6,positive
